tweet_id,created_at,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,retweet_count,favorite_count,jpg_url,retweeted,favorited
823322678127919110,2017-01-23 00:13:17+00:00,,,False,4328,16567,http://pbs.twimg.com/media/C20HmaLXUAEshG4.jpg,False,False
822872901745569793,2017-01-21 18:26:02+00:00,,,False,47253,139348,http://pbs.twimg.com/media/C2tugXLXgAArJO4.jpg,False,False
822489057087389700,2017-01-20 17:00:46+00:00,,,False,6901,19141,http://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,False,False
822244816520155136,2017-01-20 00:50:15+00:00,,,False,10609,36916,http://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg,False,False
821886076407029760,2017-01-19 01:04:45+00:00,,,False,2522,11957,http://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,False,False
821765923262631936,2017-01-18 17:07:18+00:00,,,False,1794,8871,http://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,False,False
821407182352777218,2017-01-17 17:21:47+00:00,,,False,4688,12427,http://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,False,False
821149554670182400,2017-01-17 00:18:04+00:00,,,False,2176,9181,http://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg,False,False
820749716845686786,2017-01-15 21:49:15+00:00,,,False,10694,33269,http://pbs.twimg.com/media/C2PjgjRXgAUgKyC.jpg,False,False
820690176645140481,2017-01-15 17:52:40+00:00,,,False,3475,12875,http://pbs.twimg.com/media/C2OtWrzUsAE8i0D.jpg,False,False
820078625395449857,2017-01-14 01:22:35+00:00,,,False,6789,20915,http://pbs.twimg.com/media/C2GBJAAXAAQP287.jpg,False,False
819924195358416896,2017-01-13 15:08:56+00:00,,,False,5223,13585,http://pbs.twimg.com/ext_tw_video_thumb/819924138965999617/pu/img/6OIToyT9eLESHXLU.jpg,False,False
819711362133872643,2017-01-13 01:03:12+00:00,,,False,3381,14205,http://pbs.twimg.com/media/C2AzHjPXEAEZ3D1.jpg,False,False
819588359383371776,2017-01-12 16:54:26+00:00,,,False,2129,10118,http://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg,False,False
819227688460238848,2017-01-11 17:01:16+00:00,,,False,7240,24363,http://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg,False,False
819006400881917954,2017-01-11 02:21:57+00:00,,,False,20486,47720,http://pbs.twimg.com/media/C12x-IXVQAA08TD.jpg,False,False
819004803107983360,2017-01-11 02:15:36+00:00,,,False,39753,91537,http://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,False,False
818627210458333184,2017-01-10 01:15:10+00:00,,,False,8070,23448,http://pbs.twimg.com/media/C1xZGkzWIAA8vh4.jpg,False,False
818614493328580609,2017-01-10 00:24:38+00:00,,,False,2789,10413,http://pbs.twimg.com/media/C1xNgfBUQAAU1DW.jpg,False,False
818259473185828864,2017-01-09 00:53:55+00:00,,,False,2473,11647,http://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,False,False
818145370475810820,2017-01-08 17:20:31+00:00,,,False,2808,12985,http://pbs.twimg.com/media/C1qi26rW8AMaj9K.jpg,False,False
817827839487737858,2017-01-07 20:18:46+00:00,,,False,29418,54726,http://pbs.twimg.com/ext_tw_video_thumb/817827663108771841/pu/img/e9oi839RGWJR37jF.jpg,False,False
